"ReplayID";"ClientVersion";"DateTime";"BattleType";"MapName";"MapResp";"PlayerID";"PlayerName";"PlayerTank";"Result";"isPremium";"isPlatoon";"PlayerShots";"PlayerFrags";"PlayerDamageDealt";"PlayerSpots";"PlayerBaseCap";"PlayerBaseDef";"PlayerMileage";"API_PlayerBattles";"API_PlayerWins";"ReplayUrl"
12325062;"[1.6.0]";"10.08.2019 19:20";"Случайный бой";"01_karelia";"II";14129795;"iceQvat";"usa:A99_T92_LT";"win";1;0;23;3;2491;8;0;0;2,6000000000;40278;23568;"http://wotreplays.ru/site/12325062"
12325063;"[1.6.0]";"10.08.2019 19:26";"Случайный бой";"04_himmelsdorf";"II";61295;"UlMiH";"ussr:R134_Object_252K";"lose";1;0;3;0;496;3;0;0;0,5800000000;87756;44817;"http://wotreplays.ru/site/12325063"
12325064;"[1.6.0]";"10.08.2019 19:20";"Случайный бой";"23_westfeld";"I";2309067;"_FrankeN_";"germany:G56_E-100";"win";1;0;12;6;4964;2;4;0;1,5100000000;73343;41424;"http://wotreplays.ru/site/12325064"
12325065;"[1.6.0]";"10.08.2019 19:07";"Генеральное сражение";"217_er_alaska";"I";17689394;"Pincers_vs_predators";"ussr:R95_Object_907";"win";1;1;28;5;4278;2;0;0;3,9300000000;13593;6729;"http://wotreplays.ru/site/12325065"
12325067;"[1.6.0]";"10.08.2019 19:27";"Случайный бой";"10_hills";"I";850254;"lepsik84";"ussr:R86_LTP";"win";0;0;29;3;620;2;0;0;0,9100000000;32995;16717;"http://wotreplays.ru/site/12325067"
12325068;"[1.6.0]";"10.08.2019 19:26";"Случайный бой";"33_fjord";"I";39145785;"daniiiiilllll";"ussr:R74_SU100M1";"win";0;0;19;7;3557;6;0;0;1,4100000000;2897;1314;"http://wotreplays.ru/site/12325068"
12325069;"[1.6.0]";"10.08.2019 19:28";"Случайный бой";"14_siegfried_line";"II";34293149;"ABV_F1";"ussr:R159_SU_130PM";"win";1;0;12;4;4455;2;0;0;1,0100000000;29326;16363;"http://wotreplays.ru/site/12325069"
12325070;"[1.6.0]";"10.08.2019 19:23";"Случайный бой";"01_karelia";"I";77327028;"tatabelo";"germany:G41_DickerMax";"win";1;1;16;2;2653;0;0;0;0,7800000000;6098;3026;"http://wotreplays.ru/site/12325070"
12325071;"[1.6.0]";"10.08.2019 08:56";"Случайный бой";"59_asia_great_wall";"II";16102307;"serios_adi";"italy:It11_P43";"win";1;0;19;3;898;0;0;0;1,8600000000;14917;7450;"http://wotreplays.ru/site/12325071"
12325072;"[1.6.0]";"10.08.2019 19:22";"Случайный бой";"31_airfield";"II";1229255;"cTyqeHT";"italy:It14_P44_Pantera";"win";1;0;20;2;2162;2;0;0;1,7000000000;10003;5022;"http://wotreplays.ru/site/12325072"
12325073;"[1.6.0]";"07.08.2019 18:04";"Случайный бой";"90_minsk";"II";5650455;"TOR_G_";"ussr:R153_Object_705";"win";0;0;16;3;4887;2;0;0;1,9200000000;15130;7643;"http://wotreplays.ru/site/12325073"
12325075;"[1.6.0]";"10.08.2019 19:29";"Случайный бой";"115_sweden";"II";41082303;"Old_Pup_";"ussr:R101_MT25";"win";1;0;24;3;1365;4;0;0;3,3900000000;10343;5160;"http://wotreplays.ru/site/12325075"
12325076;"[1.6.0]";"10.08.2019 19:21";"Случайный бой";"59_asia_great_wall";"II";4233450;"morgan19741";"france:F84_Somua_SM";"win";1;0;10;1;1212;1;0;0;0,7000000000;77359;37940;"http://wotreplays.ru/site/12325076"
12325077;"[1.6.0]";"10.08.2019 19:19";"Случайный бой";"37_caucasus";"I";13006802;"VORON_BAD";"china:Ch34_WZ131G_FT";"win";0;0;19;5;1946;2;0;0;1,8300000000;43824;22856;"http://wotreplays.ru/site/12325077"
12325078;"[1.6.0]";"10.08.2019 19:31";"Случайный бой";"112_eiffel_tower_ctf";"I";8163500;"TonyTheBrave";"germany:G138_VK168_02";"win";1;0;5;1;1922;0;0;0;1,5000000000;58778;29449;"http://wotreplays.ru/site/12325078"
12325079;"[1.6.0]";"10.08.2019 16:23";"Случайный бой";"18_cliff";"II";11402240;"dancer308";"germany:G91_Pro_Ag_A";"win";1;0;23;4;4463;1;0;0;3,9300000000;31435;18438;"http://wotreplays.ru/site/12325079"
12325080;"[1.6.0]";"10.08.2019 19:25";"Случайный бой";"114_czech";"II";2356712;"Fugas_85";"ussr:R107_LTB";"win";1;1;29;3;2363;6;0;0;3,7900000000;55656;29032;"http://wotreplays.ru/site/12325080"
12325081;"[1.6.0]";"10.08.2019 19:24";"Случайный бой";"44_north_america";"II";93252715;"Egorovka666";"germany:G15_VK3601H";"win";1;0;10;1;1168;1;0;0;1,4200000000;332;169;"http://wotreplays.ru/site/12325081"
12325082;"[1.6.0]";"10.08.2019 19:25";"Случайный бой";"31_airfield";"I";66049486;"_JStaiL_";"france:F110_Lynx_6x6";"win";1;0;21;2;2509;2;0;0;5,7600000000;36744;19881;"http://wotreplays.ru/site/12325082"
12325083;"[1.6.0]";"10.08.2019 18:36";"Случайный бой";"06_ensk";"I";12248471;"lubovo_po_lubomu";"germany:G56_E-100";"lose";1;0;14;6;7612;2;0;0;1,1000000000;36525;18318;"http://wotreplays.ru/site/12325083"
12325084;"[1.6.0]";"10.08.2019 19:26";"Случайный бой";"05_prohorovka";"I";62695244;"1_XAPOH_1";"china:Ch16_WZ_131";"win";1;0;11;3;1287;8;0;0;1,8500000000;6818;3587;"http://wotreplays.ru/site/12325084"
12325085;"[1.6.0]";"10.08.2019 19:32";"Случайный бой";"83_kharkiv";"I";6380774;"MicroLazer7777";"germany:G114_Rheinmetall_Skorpian";"win";1;0;13;5;4022;1;0;0;2,2300000000;14880;7505;"http://wotreplays.ru/site/12325085"
12325086;"[1.6.0]";"10.08.2019 19:35";"Случайный бой";"19_monastery";"I";140117;"_BredinA_";"germany:G139_MKA";"win";1;0;27;3;731;3;0;0;0,8100000000;66988;38561;"http://wotreplays.ru/site/12325086"
12325087;"[1.6.0]";"10.08.2019 19:31";"Случайный бой";"38_mannerheim_line";"II";2858114;"nrndda";"ussr:R93_Object263";"win";1;0;12;4;3924;0;29;0;2,6300000000;31269;17216;"http://wotreplays.ru/site/12325087"
12325088;"[1.6.0]";"10.08.2019 19:33";"Случайный бой";"115_sweden";"I";61295;"UlMiH";"ussr:R134_Object_252K";"lose";1;0;5;1;1756;0;0;0;1,4000000000;87756;44817;"http://wotreplays.ru/site/12325088"
12325089;"[1.6.0]";"10.08.2019 19:34";"Случайный бой";"112_eiffel_tower_ctf";"II";6766288;"Thander76";"germany:G110_Typ_205";"win";1;0;15;6;5121;0;0;0;1,0600000000;41975;23271;"http://wotreplays.ru/site/12325089"
12325090;"[1.6.0]";"10.08.2019 19:32";"Случайный бой";"44_north_america";"II";5888582;"Nedotyko";"uk:GB102_LHMTV";"win";1;0;11;1;1994;10;0;0;4,7500000000;45038;25387;"http://wotreplays.ru/site/12325090"
12325091;"[1.6.0]";"10.08.2019 18:34";"Случайный бой";"11_murovanka";"II";15729041;"Ledi_161_Rus";"germany:G97_Waffentrager_IV";"lose";0;0;10;3;5974;0;0;12;1,5100000000;16113;8025;"http://wotreplays.ru/site/12325091"
12325092;"[1.6.0]";"10.08.2019 19:36";"Случайный бой";"34_redshire";"I";4548775;"evispb";"china:Ch01_Type59";"win";1;1;10;3;1939;1;0;0;1,9500000000;35560;19236;"http://wotreplays.ru/site/12325092"
12325094;"[1.6.0]";"10.08.2019 19:38";"Случайный бой";"14_siegfried_line";"II";3925674;"Slavushka7";"germany:G58_VK4502P";"win";1;0;15;1;3451;2;34;0;1,1400000000;19808;9775;"http://wotreplays.ru/site/12325094"
12325095;"[1.6.0]";"10.08.2019 19:33";"Случайный бой";"114_czech";"I";110302612;"big_alex_101";"ussr:R108_T34_85M";"win";1;0;19;3;2963;1;53;0;2,6900000000;301;165;"http://wotreplays.ru/site/12325095"
12325096;"[1.6.0]";"10.08.2019 19:31";"Случайный бой";"115_sweden";"II";69194514;"Apsm";"germany:G09_Hetzer";"win";1;0;20;5;1914;0;0;0;2,4500000000;660;343;"http://wotreplays.ru/site/12325096"
12325097;"[1.6.0]";"10.08.2019 19:28";"Случайный бой";"33_fjord";"II";110563967;"zabaBHiy_1";"ussr:R108_T34_85M";"lose";1;0;11;3;1607;0;0;0;1,1600000000;95;50;"http://wotreplays.ru/site/12325097"
12325098;"[1.6.0]";"10.08.2019 19:28";"Случайный бой";"36_fishing_bay";"II";2778077;"stalker303";"uk:GB102_LHMTV";"lose";1;0;25;2;3616;1;0;100;9,0100000000;70719;40915;"http://wotreplays.ru/site/12325098"
12325099;"[1.6.0]";"10.08.2019 17:15";"Случайный бой";"01_karelia";"II";280374;"11stalker11";"usa:A122_TS-5";"win";1;0;14;3;4484;3;0;0;1,1600000000;37223;18117;"http://wotreplays.ru/site/12325099"
12325100;"[1.6.0]";"10.08.2019 19:34";"Случайный бой";"95_lost_city_ctf";"II";4710224;"Gold30";"ussr:R160_T_50_2";"win";1;0;41;5;2215;10;0;0;6,7300000000;73170;37123;"http://wotreplays.ru/site/12325100"
12325101;"[1.6.0]";"10.08.2019 19:39";"Случайный бой";"34_redshire";"I";28378190;"Human_BY";"france:F110_Lynx_6x6";"win";1;0;7;2;795;9;0;0;2,7100000000;22577;12422;"http://wotreplays.ru/site/12325101"
12325102;"[1.6.0]";"10.08.2019 19:26";"Случайный бой";"31_airfield";"II";17864082;"_9I_TpoJlb_80JIBJI_";"uk:GB70_N_FV4202_105";"win";1;0;14;1;1425;4;0;0;1,2800000000;48368;27873;"http://wotreplays.ru/site/12325102"
12325103;"[1.6.0]";"10.08.2019 19:37";"Случайный бой";"38_mannerheim_line";"II";18553887;"vitall_08";"germany:G48_E-25";"win";1;0;53;7;4378;3;0;0;3,1500000000;21398;10194;"http://wotreplays.ru/site/12325103"
12325104;"[1.6.0]";"10.08.2019 19:30";"Случайный бой";"06_ensk";"II";17132225;"Aleks19910702";"ussr:R18_SU-152";"win";1;0;5;2;1253;0;0;100;1,2900000000;23810;11907;"http://wotreplays.ru/site/12325104"
12325105;"[1.6.0]";"10.08.2019 19:32";"Случайный бой";"02_malinovka";"I";325473;"BeceHHee_HacTpoeHue";"ussr:R18_SU-152";"lose";1;0;32;3;2979;0;0;0;1,9100000000;74381;47730;"http://wotreplays.ru/site/12325105"
12325106;"[1.6.0]";"10.08.2019 18:50";"Случайный бой";"63_tundra";"I";140117;"_BredinA_";"germany:G103_RU_251";"win";1;0;15;1;3309;3;0;0;3,4200000000;66988;38561;"http://wotreplays.ru/site/12325106"
12325107;"[1.6.0]";"10.08.2019 19:45";"Случайный бой";"45_45_north_america";"II";2227868;"Tartarin_sv";"uk:GB41_Challenger";"win";1;0;14;3;2506;1;0;0;1,4300000000;27923;13889;"http://wotreplays.ru/site/12325107"
12325108;"[1.6.0]";"10.08.2019 19:02";"Случайный бой";"07_lakeville";"II";103480739;"LaGGvRD7A";"germany:G41_DickerMax";"win";0;0;4;1;720;0;0;0;0,8200000000;1719;760;"http://wotreplays.ru/site/12325108"
12325109;"[1.6.0]";"10.08.2019 19:42";"Случайный бой";"101_dday";"I";6696889;"helego";"germany:G91_Pro_Ag_A";"win";1;0;18;7;4942;1;0;0;3,0600000000;36996;18195;"http://wotreplays.ru/site/12325109"
12325110;"[1.6.0]";"10.08.2019 19:41";"Случайный бой";"45_45_north_america";"II";18575480;"wwwtor234";"ussr:R96_Object_430";"win";0;1;21;6;5893;1;0;0;3,2400000000;19917;10555;"http://wotreplays.ru/site/12325110"
12325111;"[1.6.0]";"10.08.2019 19:18";"Случайный бой";"33_fjord";"II";6463415;"1turist";"germany:G51_Lowe";"win";1;1;20;5;2872;0;0;5;1,9200000000;39799;20221;"http://wotreplays.ru/site/12325111"
12325112;"[1.6.0]";"10.08.2019 19:41";"Случайный бой";"07_lakeville";"I";79867194;"Sergei_17_";"france:F69_AMX13_57_100";"lose";1;1;45;4;2285;4;0;0;2,2000000000;16565;7478;"http://wotreplays.ru/site/12325112"
12325113;"[1.6.0]";"10.08.2019 19:41";"Случайный бой";"14_siegfried_line";"I";2632077;"TheP0tnik";"china:Ch39_WZ120_1G_FT";"win";1;0;17;7;4501;0;0;2;2,8100000000;36084;18178;"http://wotreplays.ru/site/12325113"
12325115;"[1.6.0]";"10.08.2019 19:45";"Случайный бой";"112_eiffel_tower_ctf";"II";308951;"Whyborn";"germany:G92_VK7201";"win";1;1;16;4;7061;0;0;0;2,0900000000;51352;27034;"http://wotreplays.ru/site/12325115"
12325116;"[1.6.0]";"10.08.2019 19:44";"Случайный бой";"23_westfeld";"II";41663398;"GRAF33RUtt";"usa:A30_M10_Wolverine";"win";1;0;9;4;1494;5;42;0;3,0600000000;25420;13526;"http://wotreplays.ru/site/12325116"
12325117;"[1.6.0]";"10.08.2019 19:39";"Случайный бой";"114_czech";"II";86087090;"ufhlf123";"sweden:S25_EMIL_51";"win";1;0;21;3;4502;2;0;0;2,0000000000;16543;7413;"http://wotreplays.ru/site/12325117"
12325118;"[1.6.0]";"10.08.2019 19:34";"Случайный бой";"38_mannerheim_line";"II";6203168;"klim230789";"germany:G119_Pz58_Mutz";"win";1;2;26;7;3561;4;0;0;5,7500000000;31783;15744;"http://wotreplays.ru/site/12325118"
12325119;"[1.6.0]";"10.08.2019 19:48";"Случайный бой";"13_erlenberg";"I";4648927;"ddmayak";"ussr:R54_KV-5";"win";1;0;19;2;4341;2;0;0;1,4100000000;60841;34102;"http://wotreplays.ru/site/12325119"
