"ReplayID";"ClientVersion";"DateTime";"BattleType";"MapName";"MapResp";"PlayerID";"PlayerName";"PlayerTank";"isPremium";"isPlatoon";"PlayerShots";"PlayerFrags";"PlayerDamageDealt";"PlayerSpots";"PlayerBaseCap";"PlayerBaseDef";"PlayerMileage";"API_PlayerBattles";"API_PlayerWins";"ReplayUrl"
12325094;"[1.6.0]";"10.08.2019 19:38";"Случайный бой";"14_siegfried_line";"II";3925674;"Slavushka7";"germany:G58_VK4502P";1;0;15;1;3451;2;34;0;1,1400000000;19785;9766;"http://wotreplays.ru/site/12325094"
12325095;"[1.6.0]";"10.08.2019 19:33";"Случайный бой";"114_czech";"I";110302612;"big_alex_101";"ussr:R108_T34_85M";1;0;19;3;2963;1;53;0;2,6900000000;272;149;"http://wotreplays.ru/site/12325095"
12325096;"[1.6.0]";"10.08.2019 19:31";"Случайный бой";"115_sweden";"II";69194514;"Apsm";"germany:G09_Hetzer";1;0;20;5;1914;0;0;0;2,4500000000;646;336;"http://wotreplays.ru/site/12325096"
12325097;"[1.6.0]";"10.08.2019 19:28";"Случайный бой";"33_fjord";"II";110563967;"zabaBHiy_1";"ussr:R108_T34_85M";1;0;11;3;1607;0;0;0;1,1600000000;93;48;"http://wotreplays.ru/site/12325097"
12325098;"[1.6.0]";"10.08.2019 19:28";"Случайный бой";"36_fishing_bay";"II";2778077;"stalker303";"uk:GB102_LHMTV";1;0;25;2;3616;1;0;100;9,0100000000;70672;40888;"http://wotreplays.ru/site/12325098"
12325099;"[1.6.0]";"10.08.2019 17:15";"Случайный бой";"01_karelia";"II";280374;"11stalker11";"usa:A122_TS-5";1;0;14;3;4484;3;0;0;1,1600000000;37205;18105;"http://wotreplays.ru/site/12325099"
12325100;"[1.6.0]";"10.08.2019 19:34";"Случайный бой";"95_lost_city_ctf";"II";4710224;"Gold30";"ussr:R160_T_50_2";1;0;41;5;2215;10;0;0;6,7300000000;73111;37090;"http://wotreplays.ru/site/12325100"
12325101;"[1.6.0]";"10.08.2019 19:39";"Случайный бой";"34_redshire";"I";28378190;"Human_BY";"france:F110_Lynx_6x6";1;0;7;2;795;9;0;0;2,7100000000;22569;12418;"http://wotreplays.ru/site/12325101"
12325102;"[1.6.0]";"10.08.2019 19:26";"Случайный бой";"31_airfield";"II";17864082;"_9I_TpoJlb_80JIBJI_";"uk:GB70_N_FV4202_105";1;0;14;1;1425;4;0;0;1,2800000000;48353;27863;"http://wotreplays.ru/site/12325102"
12325103;"[1.6.0]";"10.08.2019 19:37";"Случайный бой";"38_mannerheim_line";"II";18553887;"vitall_08";"germany:G48_E-25";1;0;53;7;4378;3;0;0;3,1500000000;21388;10189;"http://wotreplays.ru/site/12325103"
12325104;"[1.6.0]";"10.08.2019 19:30";"Случайный бой";"06_ensk";"II";17132225;"Aleks19910702";"ussr:R18_SU-152";1;0;5;2;1253;0;0;100;1,2900000000;23798;11899;"http://wotreplays.ru/site/12325104"
12325105;"[1.6.0]";"10.08.2019 19:32";"Случайный бой";"02_malinovka";"I";325473;"BeceHHee_HacTpoeHue";"ussr:R18_SU-152";1;0;32;3;2979;0;0;0;1,9100000000;74341;47709;"http://wotreplays.ru/site/12325105"
12325106;"[1.6.0]";"10.08.2019 18:50";"Случайный бой";"63_tundra";"I";140117;"_BredinA_";"germany:G103_RU_251";1;0;15;1;3309;3;0;0;3,4200000000;66948;38545;"http://wotreplays.ru/site/12325106"
12325107;"[1.6.0]";"10.08.2019 19:45";"Случайный бой";"45_45_north_america";"II";2227868;"Tartarin_sv";"uk:GB41_Challenger";1;0;14;3;2506;1;0;0;1,4300000000;27901;13883;"http://wotreplays.ru/site/12325107"
12325108;"[1.6.0]";"10.08.2019 19:02";"Случайный бой";"07_lakeville";"II";103480739;"LaGGvRD7A";"germany:G41_DickerMax";0;0;4;1;720;0;0;0;0,8200000000;1707;751;"http://wotreplays.ru/site/12325108"
12325109;"[1.6.0]";"10.08.2019 19:42";"Случайный бой";"101_dday";"I";6696889;"helego";"germany:G91_Pro_Ag_A";1;0;18;7;4942;1;0;0;3,0600000000;36928;18161;"http://wotreplays.ru/site/12325109"
12325110;"[1.6.0]";"10.08.2019 19:41";"Случайный бой";"45_45_north_america";"II";18575480;"wwwtor234";"ussr:R96_Object_430";0;1;21;6;5893;1;0;0;3,2400000000;19898;10546;"http://wotreplays.ru/site/12325110"
12325111;"[1.6.0]";"10.08.2019 19:18";"Случайный бой";"33_fjord";"II";6463415;"1turist";"germany:G51_Lowe";1;1;20;5;2872;0;0;5;1,9200000000;39774;20209;"http://wotreplays.ru/site/12325111"
12325112;"[1.6.0]";"10.08.2019 19:41";"Случайный бой";"07_lakeville";"I";79867194;"Sergei_17_";"france:F69_AMX13_57_100";1;1;45;4;2285;4;0;0;2,2000000000;16519;7454;"http://wotreplays.ru/site/12325112"
12325113;"[1.6.0]";"10.08.2019 19:41";"Случайный бой";"14_siegfried_line";"I";2632077;"TheP0tnik";"china:Ch39_WZ120_1G_FT";1;0;17;7;4501;0;0;2;2,8100000000;36080;18175;"http://wotreplays.ru/site/12325113"
12325115;"[1.6.0]";"10.08.2019 19:45";"Случайный бой";"112_eiffel_tower_ctf";"II";308951;"Whyborn";"germany:G92_VK7201";1;1;16;4;7061;0;0;0;2,0900000000;51342;27031;"http://wotreplays.ru/site/12325115"
12325116;"[1.6.0]";"10.08.2019 19:44";"Случайный бой";"23_westfeld";"II";41663398;"GRAF33RUtt";"usa:A30_M10_Wolverine";1;0;9;4;1494;5;42;0;3,0600000000;25388;13505;"http://wotreplays.ru/site/12325116"
12325117;"[1.6.0]";"10.08.2019 19:39";"Случайный бой";"114_czech";"II";86087090;"ufhlf123";"sweden:S25_EMIL_51";1;0;21;3;4502;2;0;0;2,0000000000;16502;7390;"http://wotreplays.ru/site/12325117"
12325118;"[1.6.0]";"10.08.2019 19:34";"Случайный бой";"38_mannerheim_line";"II";6203168;"klim230789";"germany:G119_Pz58_Mutz";1;2;26;7;3561;4;0;0;5,7500000000;31757;15735;"http://wotreplays.ru/site/12325118"
12325119;"[1.6.0]";"10.08.2019 19:48";"Случайный бой";"13_erlenberg";"I";4648927;"ddmayak";"ussr:R54_KV-5";1;0;19;2;4341;2;0;0;1,4100000000;60821;34091;"http://wotreplays.ru/site/12325119"
